Id_Ciente;Nome;Conta N�;D�gito;Ag�ncia; Saldo ; Limite ;Id do Cart�o;N�mero do Cart�o; Limite do Cart�o ;News
246;Leonardo;0;1;1001;R$ 0;R$ 1.000,00;234;**** **** **** 2131;R$ 0;[{'id': 183, 'icon': 'string', 'description': 'string'}, {'id': 191, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Leonardo, invista hoje para colher os frutos amanhã!'}, {'id': 194, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Leonardo, seus investimentos são cruciais para garantir um futuro financeiramente estável.'}, {'id': 201, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Olá, Leonardo! Invista conosco, mesmo com limite de até R$2000. Aproveite oportunidades financeiras e faça seu dinheiro render! Santander.'}, {'id': 204, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Olá, Leonardo! Invista conosco mesmo com limite de R$2000. Aproveite todas as oportunidades! #SantanderInvestimentos'}, {'id': 207, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Olá, Leonardo! Invista com o Santander mesmo com limite de R$2000. Conte conosco para fazer seu dinheiro render!'}, {'id': 686, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 687, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1192, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Leonardo, acima de tudo, é fundamental ressaltar que a constante divulgação das informações possibilita uma melhor visão global da gestão inovadora da qual fazemos parte. '}]
247;Patricia;0;2;1002;R$ 0;R$ 5.000,00;235;**** **** **** 2131;R$ 0;[{'id': 184, 'icon': 'string', 'description': 'string'}, {'id': 192, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Patricia, invista em seu futuro financeiro. O Santander está aqui para te ajudar a alcançar seus objetivos. #invistaemsucesso'}, {'id': 195, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Olá, Patricia! Invista no seu futuro!'}, {'id': 202, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Patricia, invista conosco e aproveite nossas soluções financeiras para limites acima de R$2000 e até 10000. Santander.'}, {'id': 205, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Olá, Patricia! Invista conosco! Temos opções para pessoas com limites entre R$2000 e R$10000. Venha conferir! 🚀💰 #InvestimentosSantander'}, {'id': 208, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Olá Patricia! Invista conosco! Temos opções para quem tem limite acima de R$2000 e abaixo de R$10000. Vem conferir! #SantanderInvestimentos'}, {'id': 688, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 689, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1193, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Patricia, acima de tudo, é fundamental ressaltar que a necessidade de renovação processual estimula a padronização das diversas correntes de pensamento. '}]
248;Maria;0;5;1003;R$ 0;R$ 10.000,00;236;**** **** **** 2131;R$ 0;[{'id': 185, 'icon': 'string', 'description': 'string'}, {'id': 690, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 691, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1194, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Maria, não obstante, o aumento do diálogo entre os diferentes setores produtivos é uma das consequências dos conhecimentos estratégicos para atingir a excelência. '}]
249;Nilsa;0;6;1004;R$ 0;R$ 50.000,00;237;**** **** **** 2134;R$ 0;[{'id': 186, 'icon': 'string', 'description': 'string'}, {'id': 193, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Olá Nilsa, descubra como os investimentos podem transformar seu futuro! Invista no Santander!'}, {'id': 196, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Nilsa, invista no seu futuro com o Santander. Descubra as vantagens dos nossos investimentos.'}, {'id': 203, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Olá, Nilsa! Invista agora com o Santander, para pessoas com limite acima de R$10.000. Não perca essa oportunidade! #InvestirSantander.'}, {'id': 206, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Olá Nilsa! Invista com o Santander e aproveite nosso limite de R$10.000 para valorizar ainda mais seu dinheiro. #InvestimentosSantander'}, {'id': 209, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Olá, Nilsa! Invista conosco, oferecemos opções para quem tem limite acima de R$10.000. Santander. 😉'}, {'id': 692, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 693, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1195, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Nilsa, por conseguinte, o início da atividade geral de formação de atitudes estimula a padronização dos paradigmas corporativos. '}]
250;Leonardo Junior;0;8;1004;R$ 0;R$ 20.000,00;238;**** **** **** 2134;R$ 0;[{'id': 187, 'icon': 'string', 'description': 'string'}, {'id': 694, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 695, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1196, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Leonardo Junior, o incentivo ao avanço tecnológico, assim como o comprometimento entre as equipes desafia a capacidade de equalização dos relacionamentos verticais entre as hierarquias. '}]
251;Jumirinha;1;69;69;R$ 0;R$ 69,00;239;**** **** **** 0069;R$ 0;[{'id': 696, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 697, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 879, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista seu dinheiro: segurança e crescimento financeiro.'}, {'id': 882, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista hoje, colha amanhã! 💰🌱'}, {'id': 1197, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Jumirinha, a nível organizacional, a complexidade dos estudos efetuados exige a precisão e a definição de alternativas às soluções ortodoxas. '}]
252;Mario Maciel;1;70;70;R$ 0;R$ 6.900,00;240;**** **** **** 0070;R$ 0;[{'id': 698, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 699, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 880, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista hoje, conquiste amanhã! #InvistaSabedoria'}, {'id': 883, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista no seu futuro: cresça e conquiste seus objetivos financeiros com segurança.'}, {'id': 1198, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Mario Maciel, acima de tudo, é fundamental ressaltar que a consulta aos diversos militantes desafia a capacidade de equalização do retorno esperado a longo prazo. '}]
253;Maria Macieira;1;71;71;R$ 0;R$ 8.900,00;241;**** **** **** 0071;R$ 0;[{'id': 700, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 701, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 881, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista hoje, garanta seu futuro! #PlanejeSeuCaminho'}, {'id': 884, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista seu dinheiro com inteligência e garanta seu futuro financeiro. Conte com nossa expertise para guiá-la.'}, {'id': 1199, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Maria Macieira, evidentemente, o comprometimento entre as equipes obstaculiza a apreciação da importância das regras de conduta normativas. '}]
254;Carlos;35;4;1010;R$ 0;R$ 1.500,00;242;**** **** **** 2785;R$ 1.000;[{'id': 188, 'icon': 'string', 'description': 'string'}, {'id': 702, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 703, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1200, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Carlos, no entanto, não podemos esquecer que o novo modelo estrutural aqui preconizado afeta positivamente a correta previsão das condições inegavelmente apropriadas. '}]
257;Jorge;84552;2;1010;R$ 0;R$ 0,00;244;**** **** **** 1158;R$ 1.000;[{'id': 704, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 705, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1201, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Jorge, todavia, o surgimento do comércio virtual acarreta um processo de reformulação e modernização do investimento em reciclagem técnica. '}]
258;Ariel;33658;2;1010;R$ 0;R$ 0,00;245;**** **** **** 4485;R$ 1.000;[{'id': 706, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 707, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1202, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Ariel, assim mesmo, a determinação clara de objetivos nos obriga à análise dos conhecimentos estratégicos para atingir a excelência. '}]
259;Renato;5;1;1;R$ 0;R$ 500,00;246;**** **** **** 1111;R$ 1.000;[{'id': 582, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 583, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1140, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Renato, por outro lado, a consolidação das estruturas facilita a criação dos conhecimentos estratégicos para atingir a excelência. '}]
260;Samantha;6;2;1;R$ 0;R$ 500,00;247;**** **** **** 2222;R$ 1.000;[{'id': 708, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 709, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1203, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Samantha, pensando mais a longo prazo, o novo modelo estrutural aqui preconizado faz parte de um processo de gerenciamento de alternativas às soluções ortodoxas. '}]
261;Paulo;7;3;1;R$ 0;R$ 500,00;248;**** **** **** 3333;R$ 1.000;[{'id': 710, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 711, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1204, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Paulo, ainda assim, existem dúvidas a respeito de como o julgamento imparcial das eventualidades é uma das consequências do fluxo de informações. '}]
262;Angelica;8;4;1;R$ 0;R$ 500,00;249;**** **** **** 4444;R$ 1.000;[{'id': 712, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 713, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1205, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Angelica, do mesmo modo, a crescente influência da mídia aponta para a melhoria das posturas dos órgãos dirigentes com relação às suas atribuições. '}]
263;João;7;1;1;R$ 0;R$ 400,00;250;**** **** **** 2314;R$ 1.000;[{'id': 189, 'icon': 'string', 'description': 'string'}, {'id': 714, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 715, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1206, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'João, o cuidado em identificar pontos críticos na consolidação das estruturas auxilia a preparação e a composição das novas proposições. '}]
264;José Luíz;8;1;1;R$ 0;R$ 400,00;251;**** **** **** 2314;R$ 1.000;[{'id': 190, 'icon': 'string', 'description': 'string'}, {'id': 716, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 717, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1207, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'José Luíz, no entanto, não podemos esquecer que a revolução dos costumes deve passar por modificações independentemente do remanejamento dos quadros funcionais. '}]
265;Pyter;22;2;1;R$ 0;R$ 250,00;252;**** **** **** 1221;R$ 550;[{'id': 718, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 719, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1208, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Pyter, as experiências acumuladas demonstram que o entendimento das metas propostas oferece uma interessante oportunidade para verificação dos métodos utilizados na avaliação de resultados. '}]
266;Rapha;51;1;1;R$ 0;R$ 500,00;253;**** **** **** 5982;R$ 1.000;[{'id': 720, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 721, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1209, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Rapha, do mesmo modo, o surgimento do comércio virtual desafia a capacidade de equalização das novas proposições. '}]
267;Andre;1,58E+15;0;1;R$ 0;R$ 500,00;254;**** **** **** 7895;R$ 600;[{'id': 222, 'icon': 'Santander 2.0', 'description': 'Santander test'}, {'id': 722, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 723, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1210, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Andre, neste sentido, a expansão dos mercados mundiais auxilia a preparação e a composição das condições inegavelmente apropriadas. '}]
268;Arthur;35753;2;1;R$ 0;R$ 500,00;255;**** **** **** 5795;R$ 600;[{'id': 223, 'icon': 'Santander 2.0', 'description': 'Santander test'}, {'id': 724, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 725, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1211, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Arthur, o incentivo ao avanço tecnológico, assim como a consulta aos diversos militantes desafia a capacidade de equalização das formas de ação. '}]
